index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate,memory_total(MiB),memory_free(MiB),memory_used(MiB)
1, 2022/05/12 14:49:12.193, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:12.195, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:49:12.197, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:12.199, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:12.201, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:12.203, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:12.205, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:17.207, 150.89 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],42%,6%,36, P0,32510,29510,3000
1, 2022/05/12 14:49:17.209, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:17.211, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:49:17.214, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:17.216, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:17.218, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:17.220, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:17.222, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:22.224, 65.21 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],28%,3%,35, P0,32510,29510,3000
1, 2022/05/12 14:49:22.226, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:22.228, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:49:22.230, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:22.231, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:22.233, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:22.235, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:22.237, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:27.239, 120.43 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],25%,2%,35, P0,32510,29510,3000
1, 2022/05/12 14:49:27.241, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:27.243, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:49:27.245, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
4, 2022/05/12 14:49:27.247, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:49:27.249, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:27.251, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:27.253, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:32.255, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],24%,3%,34, P0,32510,29510,3000
1, 2022/05/12 14:49:32.257, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:32.259, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:49:32.261, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:32.263, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:32.265, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:32.267, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:32.269, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:37.271, 102.97 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],46%,10%,34, P0,32510,29510,3000
1, 2022/05/12 14:49:37.274, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:37.275, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:49:37.277, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:37.280, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:37.282, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:37.283, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:37.285, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:42.287, 125.77 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],31%,5%,35, P0,32510,29510,3000
1, 2022/05/12 14:49:42.290, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:42.292, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:49:42.294, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:42.295, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:42.297, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:42.299, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:42.301, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:47.303, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],24%,3%,34, P0,32510,29510,3000
1, 2022/05/12 14:49:47.305, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:47.307, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:49:47.309, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:47.311, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:47.313, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:47.315, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:47.317, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:52.319, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],30%,4%,34, P0,32510,29510,3000
1, 2022/05/12 14:49:52.321, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:52.323, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:49:52.325, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:52.327, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:49:52.329, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:52.331, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:52.333, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:49:57.335, 73.47 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],42%,6%,34, P0,32510,29510,3000
1, 2022/05/12 14:49:57.337, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:49:57.339, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:49:57.341, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:49:57.343, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:49:57.345, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:49:57.347, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:49:57.349, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:02.351, 67.16 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],44%,6%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:02.353, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:02.355, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:02.357, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:02.359, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:02.361, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:02.363, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:02.365, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:07.367, 127.22 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],41%,4%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:07.369, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:07.371, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:07.373, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:07.375, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:07.377, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:07.379, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:07.381, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:12.383, 116.55 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],41%,5%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:12.385, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:12.387, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:12.389, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:12.391, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:12.393, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:12.395, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:12.398, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:17.400, 140.81 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],43%,6%,34, P0,32510,29510,3000
1, 2022/05/12 14:50:17.402, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:17.404, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:17.406, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:17.408, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:50:17.410, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:17.412, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:17.414, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:22.416, 69.58 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],44%,7%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:22.418, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:22.420, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:22.422, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:22.424, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:22.426, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:22.429, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:22.431, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:27.433, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],32%,2%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:27.435, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:27.438, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
3, 2022/05/12 14:50:27.440, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:27.441, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:50:27.443, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:27.445, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:27.447, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:32.449, 71.04 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],44%,7%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:32.451, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:32.453, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:32.455, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:32.457, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:32.459, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:32.460, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:32.463, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:37.465, 64.73 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],43%,6%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:37.467, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:37.469, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:37.472, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:37.474, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:37.476, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:37.478, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:37.480, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:42.482, 133.04 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],45%,7%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:42.484, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:42.486, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:42.488, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:42.490, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:42.492, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:42.493, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:42.495, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:47.497, 68.61 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],29%,2%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:47.500, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:47.501, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:47.503, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:47.505, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:47.507, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:47.509, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:47.511, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:52.513, 66.67 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],30%,2%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:52.515, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:52.517, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:52.519, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:52.521, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:50:52.523, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:52.525, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:52.527, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:50:57.529, 130.62 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],45%,7%,33, P0,32510,29510,3000
1, 2022/05/12 14:50:57.531, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:50:57.533, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:50:57.535, 39.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:50:57.537, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
5, 2022/05/12 14:50:57.539, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:50:57.541, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:50:57.543, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:02.545, 67.16 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],42%,5%,33, P0,32510,29510,3000
1, 2022/05/12 14:51:02.547, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:02.549, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:02.551, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
4, 2022/05/12 14:51:02.553, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:02.555, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:02.557, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:02.559, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:07.561, 159.14 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],4%,0%,35, P0,32510,29510,3000
1, 2022/05/12 14:51:07.563, 39.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:07.566, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:07.568, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
4, 2022/05/12 14:51:07.570, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:07.572, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
6, 2022/05/12 14:51:07.574, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
7, 2022/05/12 14:51:07.576, 40.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,28, P0,32510,32510,0
0, 2022/05/12 14:51:12.578, 165.81 W, 1530 MHz, 877 MHz, 1530 MHz, [N/A],22%,4%,38, P0,32510,29510,3000
1, 2022/05/12 14:51:12.580, 39.93 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,31, P0,32510,32510,0
2, 2022/05/12 14:51:12.582, 40.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,29, P0,32510,32510,0
3, 2022/05/12 14:51:12.584, 39.98 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,26, P0,32510,32510,0
4, 2022/05/12 14:51:12.585, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,27, P0,32510,32510,0
5, 2022/05/12 14:51:12.587, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A],0%,0%,30, P0,32510,32510,0
