[7l----system---- ----total-cpu-usage---- ------memory-usage----- ---load-avg---
     time     |usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m 
12-05 14:12:37|  2   1  97   0   0   0|15.3G 47.4M 3701M  736G|1.28 0.76 0.57
12-05 14:12:38|  2   2  96   0   0   0|15.3G 52.6M 3775M  736G|1.28 0.76 0.57
12-05 14:12:39|  2   1  97   0   0   0|15.3G 57.9M 3849M  735G|1.28 0.76 0.57
12-05 14:12:40|  2   1  97   0   0   0|15.3G 61.8M 3902M  735G|1.28 0.76 0.57
12-05 14:12:41|  1   1  98   0   0   0|15.3G 63.6M 3926M  735G|1.26 0.76 0.57
12-05 14:12:42|  2   1  97   0   0   0|15.4G 67.6M 3982M  735G|1.26 0.76 0.57
12-05 14:12:43|  2   1  98   0   0   0|15.4G 70.4M 4022M  735G|1.26 0.76 0.57
12-05 14:12:44|  2   1  98   0   0   0|15.4G 72.6M 4052M  735G|1.26 0.76 0.57
12-05 14:12:45|  2   1  97   0   0   0|15.4G 76.3M 4107M  735G|1.26 0.76 0.57
12-05 14:12:46|  1   0  98   0   0   0|15.4G 77.4M 4122M  735G|1.23 0.76 0.58
12-05 14:12:47|  2   1  97   0   0   0|15.4G 81.3M 4180M  735G|1.23 0.76 0.58
12-05 14:12:48|  2   1  97   0   0   0|15.5G 86.3M 4255M  735G|1.23 0.76 0.58
12-05 14:12:49|  2   1  97   0   0   0|15.5G 91.7M 4334M  735G|1.23 0.76 0.58
12-05 14:12:50|  2   1  98   0   0   0|15.5G 94.4M 4372M  735G|1.23 0.76 0.58
12-05 14:12:51|  2   1  98   0   0   0|15.5G 96.6M 4402M  735G|1.22 0.77 0.58
12-05 14:12:52|  2   1  97   0   0   0|15.5G  100M 4458M  735G|1.22 0.77 0.58
12-05 14:12:53|  2   0  98   1   0   0|15.5G  101M 4522M  735G|1.22 0.77 0.58
12-05 14:12:54|  2   0  97   0   0   0|15.5G  101M 4636M  734G|1.22 0.77 0.58
12-05 14:12:55|  1   0  98   0   0   0|15.5G  101M 4642M  734G|1.22 0.77 0.58
12-05 14:12:56|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.20 0.77 0.58
12-05 14:12:57|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.20 0.77 0.58
12-05 14:12:58|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.20 0.77 0.58
12-05 14:12:59|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.20 0.77 0.58
12-05 14:13:00|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.20 0.77 0.58
12-05 14:13:01|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.26 0.79 0.59
12-05 14:13:02|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.26 0.79 0.59
12-05 14:13:03|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.26 0.79 0.59
12-05 14:13:04|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.26 0.79 0.59
12-05 14:13:05|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.26 0.79 0.59
12-05 14:13:06|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.24 0.80 0.59
12-05 14:13:07|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.24 0.80 0.59
12-05 14:13:08|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.24 0.80 0.59
12-05 14:13:09|  1   1  98   0   0   0|15.5G  101M 4643M  734G|1.24 0.80 0.59
12-05 14:13:10|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.24 0.80 0.59
12-05 14:13:11|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.22 0.80 0.59
12-05 14:13:12|  1   0  99   0   0   0|15.5G  101M 4643M  734G|1.22 0.80 0.59
12-05 14:13:13|  2   0  98   0   0   0|15.6G  101M 4652M  734G|1.22 0.80 0.59
12-05 14:13:14|  2  10  88   0   0   0|15.6G  101M 4662M  734G|1.22 0.80 0.59
12-05 14:13:15|  1   0  97   1   0   0|15.6G  101M 4669M  734G|1.22 0.80 0.59
12-05 14:13:16|  2   0  97   1   0   0|15.7G  101M 4683M  734G|1.36 0.84 0.61
12-05 14:13:17|  2   1  97   0   0   0|16.2G  101M 4695M  734G|1.36 0.84 0.61
12-05 14:13:18|  2   1  97   0   0   0|16.7G  101M 4696M  733G|1.36 0.84 0.61
12-05 14:13:19|  2   1  97   0   0   0|17.2G  101M 4697M  733G|1.36 0.84 0.61
12-05 14:13:20|  2   1  97   0   0   0|17.7G  101M 4697M  732G|1.36 0.84 0.61
12-05 14:13:21|  2   1  97   0   0   0|18.1G  101M 4697M  732G|1.42 0.85 0.61
12-05 14:13:22|  2   0  97   1   0   0|18.2G  101M 4697M  732G|1.42 0.85 0.61
12-05 14:13:23| 10   1  89   0   0   0|18.5G  101M 4698M  731G|1.42 0.85 0.61
12-05 14:13:24|  5   1  94   0   0   0|18.7G  101M 4764M  731G|1.42 0.85 0.61
12-05 14:13:25|  3   1  96   0   0   0|18.7G  101M 4771M  731G|1.42 0.85 0.61
12-05 14:13:26|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.46 0.87 0.62
12-05 14:13:27|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.46 0.87 0.62
12-05 14:13:28|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.46 0.87 0.62
12-05 14:13:29|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.46 0.87 0.62
12-05 14:13:30|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.46 0.87 0.62
12-05 14:13:31|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.51 0.89 0.63
12-05 14:13:32|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.51 0.89 0.63
12-05 14:13:33|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.51 0.89 0.63
12-05 14:13:34|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.51 0.89 0.63
12-05 14:13:35|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.51 0.89 0.63
12-05 14:13:36|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.54 0.91 0.64
12-05 14:13:37|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.54 0.91 0.64
12-05 14:13:38|  3   0  97   0   0   0|18.8G  101M 4771M  731G|1.54 0.91 0.64
12-05 14:13:39|  3   0  97   0   0   0|18.8G  101M 4771M  731G|1.54 0.91 0.64
12-05 14:13:40|  3   0  96   0   0   0|18.8G  101M 4771M  731G|1.54 0.91 0.64
12-05 14:13:41|  3   0  97   0   0   0|18.8G  101M 4771M  731G|1.58 0.93 0.64
12-05 14:13:42|  3   0  97   0   0   0|18.8G  101M 4771M  731G|1.58 0.93 0.64
12-05 14:13:43|  3   0  97   0   0   0|18.8G  101M 4771M  731G|1.58 0.93 0.64
12-05 14:13:44|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.58 0.93 0.64
12-05 14:13:45|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.58 0.93 0.64
12-05 14:13:46|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.70 0.96 0.66
12-05 14:13:47|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.70 0.96 0.66
12-05 14:13:48|  3   0  97   0   0   0|18.7G  101M 4776M  731G|1.70 0.96 0.66
12-05 14:13:49|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.70 0.96 0.66
12-05 14:13:50|  3   1  97   0   0   0|18.8G  101M 4772M  731G|1.70 0.96 0.66
12-05 14:13:51|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.72 0.98 0.66
12-05 14:13:52|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.72 0.98 0.66
12-05 14:13:53|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.72 0.98 0.66
12-05 14:13:54|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.72 0.98 0.66
12-05 14:13:55|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.72 0.98 0.66
12-05 14:13:56|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.74 1.00 0.67
12-05 14:13:57|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.74 1.00 0.67
12-05 14:13:58|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.74 1.00 0.67
12-05 14:13:59|  3   0  96   0   0   0|18.8G  101M 4778M  731G|1.74 1.00 0.67
12-05 14:14:00|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.74 1.00 0.67
12-05 14:14:01|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.76 1.01 0.68
12-05 14:14:02|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.76 1.01 0.68
12-05 14:14:03|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.76 1.01 0.68
12-05 14:14:04|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.76 1.01 0.68
12-05 14:14:05|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.76 1.01 0.68
12-05 14:14:06|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.78 1.03 0.68
12-05 14:14:07|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.78 1.03 0.68
12-05 14:14:08|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.78 1.03 0.68
12-05 14:14:09|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.78 1.03 0.68
12-05 14:14:10|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.78 1.03 0.68
12-05 14:14:11|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.80 1.05 0.69
12-05 14:14:12|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.80 1.05 0.69
12-05 14:14:13|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.80 1.05 0.69
12-05 14:14:14|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.80 1.05 0.69
12-05 14:14:15|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.80 1.05 0.69
12-05 14:14:16|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.82 1.06 0.70
12-05 14:14:17|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.82 1.06 0.70
12-05 14:14:18|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.82 1.06 0.70
12-05 14:14:19|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.82 1.06 0.70
12-05 14:14:20|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.82 1.06 0.70
12-05 14:14:21|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.83 1.08 0.70
12-05 14:14:22|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.83 1.08 0.70
12-05 14:14:23|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.83 1.08 0.70
12-05 14:14:24|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.83 1.08 0.70
12-05 14:14:25|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.83 1.08 0.70
12-05 14:14:26|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.84 1.09 0.71
12-05 14:14:27|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.84 1.09 0.71
12-05 14:14:28|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.84 1.09 0.71
12-05 14:14:29|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.84 1.09 0.71
12-05 14:14:30|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.84 1.09 0.71
12-05 14:14:31|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.94 1.12 0.72
12-05 14:14:32|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.94 1.12 0.72
12-05 14:14:33|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.94 1.12 0.72
12-05 14:14:34|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.94 1.12 0.72
12-05 14:14:35|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.94 1.12 0.72
12-05 14:14:36|  3   0  96   0   0   0|18.8G  101M 4772M  731G|1.86 1.12 0.73
12-05 14:14:37|  3   0  96   1   0   0|18.8G  101M 4772M  731G|1.86 1.12 0.73
12-05 14:14:38|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.86 1.12 0.73
12-05 14:14:39|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.86 1.12 0.73
12-05 14:14:40|  3   0  97   0   0   0|18.8G  101M 4772M  731G|1.86 1.12 0.73
12-05 14:14:41|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.79 1.12 0.73
12-05 14:14:42|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.79 1.12 0.73
12-05 14:14:43|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.79 1.12 0.73
12-05 14:14:44|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.79 1.12 0.73
12-05 14:14:45|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.79 1.12 0.73
12-05 14:14:46|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.81 1.14 0.73
12-05 14:14:47|  2   0  97   0   0   0|18.8G  101M 4772M  731G|1.81 1.14 0.73
12-05 14:14:48|  3   1  95   1   0   0|18.6G  101M 4772M  731G|1.81 1.14 0.73
12-05 14:14:49|  4   1  95   0   0   0|18.6G  101M 4772M  731G|1.81 1.14 0.73
12-05 14:14:50|  3   0  97   0   0   0|18.6G  101M 4772M  731G|1.81 1.14 0.73
12-05 14:14:51|  3   0  97   0   0   0|18.6G  101M 4772M  731G|1.82 1.15 0.74
12-05 14:14:52|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.82 1.15 0.74
12-05 14:14:53|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.82 1.15 0.74
12-05 14:14:54|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.82 1.15 0.74
12-05 14:14:55|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.82 1.15 0.74
12-05 14:14:56|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.84 1.16 0.75
12-05 14:14:57|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.84 1.16 0.75
12-05 14:14:58|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.84 1.16 0.75
12-05 14:14:59|  3   0  97   0   0   0|18.7G  101M 4771M  731G|1.84 1.16 0.75
12-05 14:15:00|  3   0  97   0   0   0|18.7G  101M 4770M  731G|1.84 1.16 0.75
12-05 14:15:01|  3   0  97   0   0   0|18.7G  101M 4770M  731G|1.93 1.19 0.76
12-05 14:15:02|  3   0  97   0   0   0|18.7G  101M 4770M  731G|1.93 1.19 0.76
12-05 14:15:03|  3   0  97   0   0   0|18.7G  101M 4770M  731G|1.93 1.19 0.76
12-05 14:15:04|  3   0  97   0   0   0|18.7G  101M 4770M  731G|1.93 1.19 0.76
12-05 14:15:05|  3   0  97   0   0   0|18.7G  101M 4770M  731G|1.93 1.19 0.76
12-05 14:15:06|  3   0  97   0   0   0|18.7G  101M 4771M  731G|2.02 1.22 0.77
12-05 14:15:07|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.02 1.22 0.77
12-05 14:15:08|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.02 1.22 0.77
12-05 14:15:09|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.02 1.22 0.77
12-05 14:15:10|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.02 1.22 0.77
12-05 14:15:11|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.25 0.78
12-05 14:15:12|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.25 0.78
12-05 14:15:13|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.25 0.78
12-05 14:15:14|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.25 0.78
12-05 14:15:15|  3   0  96   1   0   0|18.7G  101M 4772M  731G|2.10 1.25 0.78
12-05 14:15:16|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.27 0.79
12-05 14:15:17|  3   1  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.27 0.79
12-05 14:15:18|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.27 0.79
12-05 14:15:19|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.27 0.79
12-05 14:15:20|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.27 0.79
12-05 14:15:21|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.28 0.80
12-05 14:15:22|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.28 0.80
12-05 14:15:23|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.28 0.80
12-05 14:15:24|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.28 0.80
12-05 14:15:25|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.28 0.80
12-05 14:15:26|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.99 1.27 0.80
12-05 14:15:27|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.99 1.27 0.80
12-05 14:15:28|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.99 1.27 0.80
12-05 14:15:29|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.99 1.27 0.80
12-05 14:15:30|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.99 1.27 0.80
12-05 14:15:31|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.29 0.80
12-05 14:15:32|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.29 0.80
12-05 14:15:33|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.29 0.80
12-05 14:15:34|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.29 0.80
12-05 14:15:35|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.29 0.80
12-05 14:15:36|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.30 0.81
12-05 14:15:37|  3   0  97   0   0   0|18.7G  101M 4777M  731G|2.00 1.30 0.81
12-05 14:15:38|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.30 0.81
12-05 14:15:39|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.30 0.81
12-05 14:15:40|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.00 1.30 0.81
12-05 14:15:41|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.16 1.34 0.83
12-05 14:15:42|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.16 1.34 0.83
12-05 14:15:43|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.16 1.34 0.83
12-05 14:15:44|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.16 1.34 0.83
12-05 14:15:45|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.16 1.34 0.83
12-05 14:15:46|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.14 1.35 0.83
12-05 14:15:47|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.14 1.35 0.83
12-05 14:15:48|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.14 1.35 0.83
12-05 14:15:49|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.14 1.35 0.83
12-05 14:15:50|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.14 1.35 0.83
12-05 14:15:51|  3   0  96   0   0   0|18.7G  101M 4772M  731G|2.05 1.35 0.83
12-05 14:15:52|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.35 0.83
12-05 14:15:53|  3   0  96   0   0   0|18.7G  101M 4772M  731G|2.05 1.35 0.83
12-05 14:15:54|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.35 0.83
12-05 14:15:55|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.35 0.83
12-05 14:15:56|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.13 1.37 0.85
12-05 14:15:57|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.13 1.37 0.85
12-05 14:15:58|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.13 1.37 0.85
12-05 14:15:59|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.13 1.37 0.85
12-05 14:16:00|  3   1  97   0   0   0|18.7G  101M 4772M  731G|2.13 1.37 0.85
12-05 14:16:01|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.20 1.40 0.86
12-05 14:16:02|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.20 1.40 0.86
12-05 14:16:03|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.20 1.40 0.86
12-05 14:16:04|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.20 1.40 0.86
12-05 14:16:05|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.20 1.40 0.86
12-05 14:16:06|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.39 0.86
12-05 14:16:07|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.39 0.86
12-05 14:16:08|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.39 0.86
12-05 14:16:09|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.39 0.86
12-05 14:16:10|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.10 1.39 0.86
12-05 14:16:11|  2   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.40 0.87
12-05 14:16:12|  6   1  93   0   0   0|18.6G  101M 4772M  731G|2.09 1.40 0.87
12-05 14:16:13|  3   0  97   0   0   0|18.7G  101M 4773M  731G|2.09 1.40 0.87
12-05 14:16:14|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.40 0.87
12-05 14:16:15|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.40 0.87
12-05 14:16:16|  3   0  97   0   0   0|18.7G  101M 4773M  731G|2.09 1.41 0.87
12-05 14:16:17|  3   0  97   0   0   0|18.7G  101M 4773M  731G|2.09 1.41 0.87
12-05 14:16:18|  3   0  96   0   0   0|18.7G  101M 4773M  731G|2.09 1.41 0.87
12-05 14:16:19|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.41 0.87
12-05 14:16:20|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.09 1.41 0.87
12-05 14:16:21|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.42 0.88
12-05 14:16:22|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.42 0.88
12-05 14:16:23|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.42 0.88
12-05 14:16:24|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.42 0.88
12-05 14:16:25|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.08 1.42 0.88
12-05 14:16:26|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.43 0.88
12-05 14:16:27|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.43 0.88
12-05 14:16:28|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.43 0.88
12-05 14:16:29|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.43 0.88
12-05 14:16:30|  3   0  96   1   0   0|18.7G  101M 4772M  731G|2.07 1.43 0.88
12-05 14:16:31|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.44 0.89
12-05 14:16:32|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.44 0.89
12-05 14:16:33|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.44 0.89
12-05 14:16:34|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.44 0.89
12-05 14:16:35|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.07 1.44 0.89
12-05 14:16:36|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.45 0.89
12-05 14:16:37|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.45 0.89
12-05 14:16:38|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.45 0.89
12-05 14:16:39|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.45 0.89
12-05 14:16:40|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.45 0.89
12-05 14:16:41|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.46 0.90
12-05 14:16:42|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.46 0.90
12-05 14:16:43|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.46 0.90
12-05 14:16:44|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.46 0.90
12-05 14:16:45|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.06 1.46 0.90
12-05 14:16:46|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.47 0.91
12-05 14:16:47|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.47 0.91
12-05 14:16:48|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.47 0.91
12-05 14:16:49|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.47 0.91
12-05 14:16:50|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.47 0.91
12-05 14:16:51|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.48 0.91
12-05 14:16:52|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.48 0.91
12-05 14:16:53|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.48 0.91
12-05 14:16:54|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.48 0.91
12-05 14:16:55|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.05 1.48 0.91
12-05 14:16:56|  3   0  96   0   0   0|18.7G  101M 4772M  731G|2.04 1.49 0.92
12-05 14:16:57|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.49 0.92
12-05 14:16:58|  3   0  97   0   0   0|18.7G  101M 4771M  731G|2.04 1.49 0.92
12-05 14:16:59|  3   0  97   0   0   0|18.7G  101M 4771M  731G|2.04 1.49 0.92
12-05 14:17:00|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.49 0.92
12-05 14:17:01|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.50 0.92
12-05 14:17:02|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.50 0.92
12-05 14:17:03|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.50 0.92
12-05 14:17:04|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.50 0.92
12-05 14:17:05|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.50 0.92
12-05 14:17:06|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.96 1.49 0.92
12-05 14:17:07|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.96 1.49 0.92
12-05 14:17:08|  3   0  96   0   0   0|18.7G  101M 4772M  731G|1.96 1.49 0.92
12-05 14:17:09|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.96 1.49 0.92
12-05 14:17:10|  3   0  97   0   0   0|18.7G  101M 4772M  731G|1.96 1.49 0.92
12-05 14:17:11|  3   0  97   0   0   0|18.7G  101M 4772M  731G|2.04 1.51 0.94
12-05 14:17:12|  3   1  96   0   0   0|18.7G  101M 4780M  731G|2.04 1.51 0.94
12-05 14:17:13|  4   1  96   0   0   0|18.7G  101M 4782M  731G|2.04 1.51 0.94
