[7l----system---- ----total-cpu-usage---- ------memory-usage----- ---load-avg---
     time     |usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m 
12-05 14:32:19|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.16 2.19 1.74
12-05 14:32:20|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.16 2.19 1.74
12-05 14:32:21|  2   0  97   0   0   0|18.8G  102M 3828M  732G|2.15 2.18 1.74
12-05 14:32:22|  2   1  97   0   0   0|18.3G  102M 3828M  732G|2.15 2.18 1.74
12-05 14:32:23|  3   1  96   0   0   0|18.5G  102M 3828M  732G|2.15 2.18 1.74
12-05 14:32:24|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.15 2.18 1.74
12-05 14:32:25|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.15 2.18 1.74
12-05 14:32:26|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.18 1.74
12-05 14:32:27|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.18 1.74
12-05 14:32:28|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.18 1.74
12-05 14:32:29|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.18 1.74
12-05 14:32:30|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.18 1.74
12-05 14:32:31|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.13 2.18 1.74
12-05 14:32:32|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.13 2.18 1.74
12-05 14:32:33|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.13 2.18 1.74
12-05 14:32:34|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.13 2.18 1.74
12-05 14:32:35|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.13 2.18 1.74
12-05 14:32:36|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.12 2.18 1.75
12-05 14:32:37|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.12 2.18 1.75
12-05 14:32:38|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.12 2.18 1.75
12-05 14:32:39|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.12 2.18 1.75
12-05 14:32:40|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.12 2.18 1.75
12-05 14:32:41|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.11 2.17 1.75
12-05 14:32:42|  3   0  97   0   0   0|18.5G  102M 3828M  732G|2.11 2.17 1.75
12-05 14:32:43|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.11 2.17 1.75
12-05 14:32:44|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.11 2.17 1.75
12-05 14:32:45|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.11 2.17 1.75
12-05 14:32:46|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.10 2.17 1.75
12-05 14:32:47|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.10 2.17 1.75
12-05 14:32:48|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.10 2.17 1.75
12-05 14:32:49|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.10 2.17 1.75
12-05 14:32:50|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.10 2.17 1.75
12-05 14:32:51|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.09 2.17 1.75
12-05 14:32:52|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.09 2.17 1.75
12-05 14:32:53|  3   1  96   0   0   0|18.5G  102M 3828M  732G|2.09 2.17 1.75
12-05 14:32:54|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.09 2.17 1.75
12-05 14:32:55|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.09 2.17 1.75
12-05 14:32:56|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:32:57|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:32:58|  3   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:32:59|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:00|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:01|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:02|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:03|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:04|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:05|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.00 2.15 1.75
12-05 14:33:06|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.08 2.16 1.75
12-05 14:33:07|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.08 2.16 1.75
12-05 14:33:08|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.08 2.16 1.75
12-05 14:33:09|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.08 2.16 1.75
12-05 14:33:10|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.08 2.16 1.75
12-05 14:33:11|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.16 2.17 1.76
12-05 14:33:12|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.16 2.17 1.76
12-05 14:33:13|  3   0  97   0   0   0|18.5G  102M 3828M  732G|2.16 2.17 1.76
12-05 14:33:14|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.16 2.17 1.76
12-05 14:33:15|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.16 2.17 1.76
12-05 14:33:16|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.17 1.76
12-05 14:33:17|  2   1  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.17 1.76
12-05 14:33:18|  3   0  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.17 1.76
12-05 14:33:19|  2   0  97   0   0   0|18.5G  102M 3828M  732G|2.14 2.17 1.76
12-05 14:33:20|  2   0  97   1   0   0|18.5G  102M 3828M  732G|2.14 2.17 1.76
12-05 14:33:21|  3   1  96   0   0   0|18.5G  102M 3828M  732G|2.13 2.17 1.76
12-05 14:33:22|  3   1  97   0   0   0|15.9G  102M 3823M  735G|2.13 2.17 1.76
12-05 14:33:23|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.13 2.17 1.76
12-05 14:33:24|  2   0  98   0   0   0|15.7G  102M 3824M  735G|2.13 2.17 1.76
12-05 14:33:25|  2   0  98   0   0   0|15.7G  102M 3822M  735G|2.13 2.17 1.76
12-05 14:33:26|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 2.13 1.75
12-05 14:33:27|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 2.13 1.75
12-05 14:33:28|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 2.13 1.75
12-05 14:33:29|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.96 2.13 1.75
12-05 14:33:30|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 2.13 1.75
12-05 14:33:31|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.80 2.10 1.75
12-05 14:33:32|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.80 2.10 1.75
12-05 14:33:33|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.80 2.10 1.75
12-05 14:33:34|  2   0  97   0   0   0|15.7G  102M 3823M  735G|1.80 2.10 1.75
12-05 14:33:35|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.80 2.10 1.75
12-05 14:33:36|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.66 2.06 1.74
12-05 14:33:37|  1   0  98   0   0   0|15.7G  102M 3823M  735G|1.66 2.06 1.74
12-05 14:33:38|  2   0  97   0   0   0|15.7G  102M 3823M  735G|1.66 2.06 1.74
12-05 14:33:39|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.66 2.06 1.74
12-05 14:33:40|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.66 2.06 1.74
12-05 14:33:41|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.69 2.06 1.74
12-05 14:33:42|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.69 2.06 1.74
12-05 14:33:43|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.69 2.06 1.74
12-05 14:33:44|  2   0  98   0   0   0|15.7G  102M 3822M  735G|1.69 2.06 1.74
12-05 14:33:45|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.69 2.06 1.74
12-05 14:33:46|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.63 2.04 1.73
12-05 14:33:47|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.63 2.04 1.73
12-05 14:33:48|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.63 2.04 1.73
12-05 14:33:49|  2   1  97   0   0   0|15.7G  102M 3824M  735G|1.63 2.04 1.73
12-05 14:33:50|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.63 2.04 1.73
12-05 14:33:51|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.74 2.06 1.74
12-05 14:33:52|  1   0  98   0   0   0|15.5G  102M 3823M  735G|1.74 2.06 1.74
12-05 14:33:53|  5   1  95   0   0   0|16.0G  102M 3823M  735G|1.74 2.06 1.74
12-05 14:33:54|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.74 2.06 1.74
12-05 14:33:55|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.74 2.06 1.74
12-05 14:33:56|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.68 2.04 1.74
12-05 14:33:57|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.68 2.04 1.74
12-05 14:33:58|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.68 2.04 1.74
12-05 14:33:59|  3   0  97   0   0   0|16.1G  102M 3822M  735G|1.68 2.04 1.74
12-05 14:34:00|  3   0  97   0   0   0|16.1G  102M 3822M  735G|1.68 2.04 1.74
12-05 14:34:01|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.63 2.02 1.73
12-05 14:34:02|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.63 2.02 1.73
12-05 14:34:03|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.63 2.02 1.73
12-05 14:34:04|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.63 2.02 1.73
12-05 14:34:05|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.63 2.02 1.73
12-05 14:34:06|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.66 2.02 1.73
12-05 14:34:07|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.66 2.02 1.73
12-05 14:34:08|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.66 2.02 1.73
12-05 14:34:09|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.66 2.02 1.73
12-05 14:34:10|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.66 2.02 1.73
12-05 14:34:11|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.76 2.04 1.74
12-05 14:34:12|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.76 2.04 1.74
12-05 14:34:13|  1   0  99   0   0   0|16.1G  102M 3824M  735G|1.76 2.04 1.74
12-05 14:34:14|  1   1  98   0   0   0|15.7G  102M 3824M  735G|1.76 2.04 1.74
12-05 14:34:15|  5   0  94   0   0   0|16.0G  102M 3823M  735G|1.76 2.04 1.74
12-05 14:34:16|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.70 2.02 1.74
12-05 14:34:17|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.70 2.02 1.74
12-05 14:34:18|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.70 2.02 1.74
12-05 14:34:19|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.70 2.02 1.74
12-05 14:34:20|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.70 2.02 1.74
12-05 14:34:21|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.73 2.02 1.74
12-05 14:34:22|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.73 2.02 1.74
12-05 14:34:23|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.73 2.02 1.74
12-05 14:34:24|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.73 2.02 1.74
12-05 14:34:25|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.73 2.02 1.74
12-05 14:34:26|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.83 2.04 1.75
12-05 14:34:27|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.83 2.04 1.75
12-05 14:34:28|  3   0  97   0   0   0|16.1G  102M 3829M  735G|1.83 2.04 1.75
12-05 14:34:29|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.83 2.04 1.75
12-05 14:34:30|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.83 2.04 1.75
12-05 14:34:31|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.76 2.02 1.74
12-05 14:34:32|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.76 2.02 1.74
12-05 14:34:33|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.76 2.02 1.74
12-05 14:34:34|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.76 2.02 1.74
12-05 14:34:35|  1   0  99   0   0   0|16.1G  102M 3823M  735G|1.76 2.02 1.74
12-05 14:34:36|  2   1  97   0   0   0|15.9G  102M 3823M  735G|1.70 2.00 1.74
12-05 14:34:37|  5   0  95   0   0   0|16.0G  102M 3823M  735G|1.70 2.00 1.74
12-05 14:34:38|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.70 2.00 1.74
12-05 14:34:39|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.70 2.00 1.74
12-05 14:34:40|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.70 2.00 1.74
12-05 14:34:41|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.65 1.99 1.73
12-05 14:34:42|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.65 1.99 1.73
12-05 14:34:43|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.65 1.99 1.73
12-05 14:34:44|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.65 1.99 1.73
12-05 14:34:45|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.65 1.99 1.73
12-05 14:34:46|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.67 1.99 1.73
12-05 14:34:47|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.67 1.99 1.73
12-05 14:34:48|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.67 1.99 1.73
12-05 14:34:49|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.67 1.99 1.73
12-05 14:34:50|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.67 1.99 1.73
12-05 14:34:51|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.62 1.97 1.73
12-05 14:34:52|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.62 1.97 1.73
12-05 14:34:53|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.62 1.97 1.73
12-05 14:34:54|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.62 1.97 1.73
12-05 14:34:55|  3   0  97   0   0   0|16.1G  102M 3823M  735G|1.62 1.97 1.73
12-05 14:34:56|  2   0  98   0   0   0|16.1G  102M 3823M  735G|1.57 1.96 1.73
12-05 14:34:57|  1   0  99   0   0   0|16.1G  102M 3823M  735G|1.57 1.96 1.73
12-05 14:34:58|  4   1  95   0   0   0|15.9G  102M 3823M  735G|1.57 1.96 1.73
12-05 14:34:59|  3   0  97   0   0   0|16.0G  102M 3830M  735G|1.57 1.96 1.73
12-05 14:35:00|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.57 1.96 1.73
12-05 14:35:01|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.44 1.92 1.72
12-05 14:35:02|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.44 1.92 1.72
12-05 14:35:03|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.44 1.92 1.72
12-05 14:35:04|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.44 1.92 1.72
12-05 14:35:05|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.44 1.92 1.72
12-05 14:35:06|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.92 1.72
12-05 14:35:07|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.92 1.72
12-05 14:35:08|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.92 1.72
12-05 14:35:09|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.92 1.72
12-05 14:35:10|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.49 1.92 1.72
12-05 14:35:11|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.93 1.72
12-05 14:35:12|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.93 1.72
12-05 14:35:13|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.93 1.72
12-05 14:35:14|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.93 1.72
12-05 14:35:15|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.53 1.93 1.72
12-05 14:35:16|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.73 1.96 1.73
12-05 14:35:17|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.73 1.96 1.73
12-05 14:35:18|  2   0  98   0   0   0|16.0G  102M 3823M  735G|1.73 1.96 1.73
12-05 14:35:19|  1   0  98   0   0   0|15.9G  102M 3823M  735G|1.73 1.96 1.73
12-05 14:35:20|  5   1  94   0   0   0|16.0G  102M 3823M  735G|1.73 1.96 1.73
12-05 14:35:21|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.75 1.96 1.73
12-05 14:35:22|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.75 1.96 1.73
12-05 14:35:23|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.75 1.96 1.73
12-05 14:35:24|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.75 1.96 1.73
12-05 14:35:25|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.75 1.96 1.73
12-05 14:35:26|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.69 1.95 1.73
12-05 14:35:27|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.69 1.95 1.73
12-05 14:35:28|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.69 1.95 1.73
12-05 14:35:29|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.69 1.95 1.73
12-05 14:35:30|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.69 1.95 1.73
12-05 14:35:31|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.71 1.95 1.73
12-05 14:35:32|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.71 1.95 1.73
12-05 14:35:33|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.71 1.95 1.73
12-05 14:35:34|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.71 1.95 1.73
12-05 14:35:35|  3   0  97   0   0   0|16.0G  102M 3829M  735G|1.71 1.95 1.73
12-05 14:35:36|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.66 1.93 1.73
12-05 14:35:37|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.66 1.93 1.73
12-05 14:35:38|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.66 1.93 1.73
12-05 14:35:39|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.66 1.93 1.73
12-05 14:35:40|  2   0  98   0   0   0|16.0G  102M 3823M  735G|1.66 1.93 1.73
12-05 14:35:41|  1   0  99   0   0   0|16.0G  102M 3823M  735G|1.60 1.91 1.72
12-05 14:35:42|  2   1  97   0   0   0|15.7G  102M 3823M  735G|1.60 1.91 1.72
12-05 14:35:43|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.60 1.91 1.72
12-05 14:35:44|  2   0  98   0   0   0|15.7G  102M 3824M  735G|1.60 1.91 1.72
12-05 14:35:45|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.60 1.91 1.72
12-05 14:35:46|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 1.98 1.75
12-05 14:35:47|  2   0  98   0   0   0|15.7G  102M 3826M  735G|1.96 1.98 1.75
12-05 14:35:48|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 1.98 1.75
12-05 14:35:49|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.96 1.98 1.75
12-05 14:35:50|  2   0  97   0   0   0|15.7G  102M 3823M  735G|1.96 1.98 1.75
12-05 14:35:51|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.04 2.00 1.75
12-05 14:35:52|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.04 2.00 1.75
12-05 14:35:53|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.04 2.00 1.75
12-05 14:35:54|  2   1  97   0   0   0|15.7G  102M 3823M  735G|2.04 2.00 1.75
12-05 14:35:55|  2   0  98   0   0   0|15.7G  102M 3824M  735G|2.04 2.00 1.75
12-05 14:35:56|  2   0  98   0   0   0|15.7G  102M 3822M  735G|2.04 2.00 1.76
12-05 14:35:57|  1   0  98   0   0   0|15.6G  102M 3822M  735G|2.04 2.00 1.76
12-05 14:35:58|  3   0  97   0   0   0|15.7G  102M 3821M  735G|2.04 2.00 1.76
12-05 14:35:59|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.04 2.00 1.76
12-05 14:36:00|  2   0  98   0   0   0|15.7G  102M 3824M  735G|2.04 2.00 1.76
12-05 14:36:01|  2   1  97   0   0   0|15.7G  102M 3824M  735G|2.03 2.00 1.76
12-05 14:36:02|  2   0  98   0   0   0|15.7G  102M 3824M  735G|2.03 2.00 1.76
12-05 14:36:03|  2   0  98   0   0   0|15.7G  102M 3824M  735G|2.03 2.00 1.76
12-05 14:36:04|  1   0  98   0   0   0|15.5G  102M 3825M  735G|2.03 2.00 1.76
12-05 14:36:05|  2   0  97   0   0   0|15.7G  102M 3823M  735G|2.03 2.00 1.76
12-05 14:36:06|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.03 2.00 1.76
12-05 14:36:07|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.03 2.00 1.76
12-05 14:36:08|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.03 2.00 1.76
12-05 14:36:09|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.03 2.00 1.76
12-05 14:36:10|  2   0  98   0   0   0|15.7G  102M 3823M  735G|2.03 2.00 1.76
12-05 14:36:11|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.95 1.98 1.75
12-05 14:36:12|  1   0  98   0   0   0|15.7G  102M 3822M  735G|1.95 1.98 1.75
12-05 14:36:13|  2   0  97   0   0   0|15.7G  102M 3823M  735G|1.95 1.98 1.75
12-05 14:36:14|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.95 1.98 1.75
12-05 14:36:15|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.95 1.98 1.75
12-05 14:36:16|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.87 1.97 1.75
12-05 14:36:17|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.87 1.97 1.75
12-05 14:36:18|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.87 1.97 1.75
12-05 14:36:19|  2   0  98   0   0   0|15.7G  102M 3823M  735G|1.87 1.97 1.75
12-05 14:36:20|  1   0  98   0   0   0|15.7G  102M 3823M  735G|1.87 1.97 1.75
12-05 14:36:21|  6   0  94   0   0   0|16.0G  102M 3823M  735G|1.96 1.98 1.76
12-05 14:36:22|  3   0  97   0   0   0|16.0G  102M 3824M  735G|1.96 1.98 1.76
12-05 14:36:23|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.96 1.98 1.76
12-05 14:36:24|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.96 1.98 1.76
12-05 14:36:25|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.96 1.98 1.76
12-05 14:36:26|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.97 1.98 1.76
12-05 14:36:27|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.97 1.98 1.76
12-05 14:36:28|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.97 1.98 1.76
12-05 14:36:29|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.97 1.98 1.76
12-05 14:36:30|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.97 1.98 1.76
12-05 14:36:31|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.89 1.97 1.75
12-05 14:36:32|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.89 1.97 1.75
12-05 14:36:33|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.89 1.97 1.75
12-05 14:36:34|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.89 1.97 1.75
12-05 14:36:35|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.89 1.97 1.75
12-05 14:36:36|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.77
12-05 14:36:37|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.77
12-05 14:36:38|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.77
12-05 14:36:39|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.77
12-05 14:36:40|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.06 2.00 1.77
12-05 14:36:41|  1   0  99   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:42|  1   0  98   0   0   0|15.6G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:43|  5   0  94   0   0   0|15.9G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:44|  3   0  97   0   0   0|15.9G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:45|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:46|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:47|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:48|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:49|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:50|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.05 2.00 1.77
12-05 14:36:51|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.12 2.02 1.78
12-05 14:36:52|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.12 2.02 1.78
12-05 14:36:53|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.12 2.02 1.78
12-05 14:36:54|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.12 2.02 1.78
12-05 14:36:55|  3   0  97   0   0   0|16.0G  102M 3823M  735G|2.12 2.02 1.78
12-05 14:36:56|  3   0  97   0   0   0|16.0G  102M 3823M  735G|1.95 1.99 1.77
