index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz], fan.speed [%], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate, memory.total [MiB], memory.free [MiB], memory.used [MiB]
4, 2021/12/03 22:20:51.151, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/03 22:20:51.153, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/03 22:20:51.155, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/03 22:20:51.157, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/03 22:20:56.159, 40.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 26, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/03 22:20:56.161, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/03 22:20:56.163, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/03 22:20:56.165, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/03 22:20:56.168, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/03 22:20:56.169, 41.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/03 22:20:56.171, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/03 22:20:56.173, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/03 22:21:01.175, 40.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 26, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/03 22:21:01.178, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/03 22:21:01.179, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/03 22:21:01.181, 39.52 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/03 22:21:01.183, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/03 22:21:01.185, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/03 22:21:01.187, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/03 22:21:01.189, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/03 22:21:06.191, 40.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 26, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/03 22:21:06.193, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 29, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/03 22:21:06.195, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
3, 2021/12/03 22:21:06.197, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
4, 2021/12/03 22:21:06.199, 41.44 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 27, P0, 32510 MiB, 32510 MiB, 0 MiB
5, 2021/12/03 22:21:06.201, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
6, 2021/12/03 22:21:06.203, 41.95 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
7, 2021/12/03 22:21:06.205, 40.47 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 28, P0, 32510 MiB, 32510 MiB, 0 MiB
0, 2021/12/03 22:21:11.207, 40.49 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 26, P0, 32510 MiB, 32510 MiB, 0 MiB
1, 2021/12/03 22:21:11.209, 40.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 30, P0, 32510 MiB, 32510 MiB, 0 MiB
2, 2021/12/03 22:21:11.211, 41.01 W, 135 MHz, 877 MHz, 135 MHz, [N/A], 0 %, 0 %, 31, P0, 32510 MiB, 32510 MiB, 0 MiB
